,NTA_Unq_ID,Air_temp_raster_20130601,Air_temp_raster_20140807,Air_temp_raster_20160609,Air_temp_raster_20160618,Air_temp_raster_20160625,Air_temp_raster_20170612,Air_temp_raster_20190830,Air_temp_raster_20190922,Air_temp_raster_20200613,Air_temp_raster_20200706,Air_temp_raster_20210623,Air_temp_raster_20210826,Air_temp_raster_20220509,Air_temp_raster_20220619,Air_temp_raster_20220704,Air_temp_raster_20220720,Air_temp_raster_20220914,Air_temp_raster_20220915,Air_temp_raster_20230723,Air_temp_raster_20230731,Air_temp_raster_20230809,Air_temp_raster_20230901,Air_temp_raster_20230902,Air_Heat_Index_outputs20130601,Air_Heat_Index_outputs20140807,Air_Heat_Index_outputs20160609,Air_Heat_Index_outputs20160618,Air_Heat_Index_outputs20160625,Air_Heat_Index_outputs20170612,Air_Heat_Index_outputs20190830,Air_Heat_Index_outputs20190922,Air_Heat_Index_outputs20200613,Air_Heat_Index_outputs20200706,Air_Heat_Index_outputs20210623,Air_Heat_Index_outputs20210826,Air_Heat_Index_outputs20220509,Air_Heat_Index_outputs20220619,Air_Heat_Index_outputs20220704,Air_Heat_Index_outputs20220720,Air_Heat_Index_outputs20220914,Air_Heat_Index_outputs20220915,Air_Heat_Index_outputs20230723,Air_Heat_Index_outputs20230731,Air_Heat_Index_outputs20230809,Air_Heat_Index_outputs20230901,Air_Heat_Index_outputs20230902
10,11,82.92843114602587,84.06049560998152,75.71509935304991,81.21582139556376,81.51382855822551,88.93847042513863,78.80894755083179,78.33701478743069,83.90192352125693,90.05222966728282,81.69142213493531,80.89723890942699,75.58640249537893,80.7928488909427,83.69016289279112,84.65246649722735,78.26707486136783,75.69676524953789,84.71629505545286,83.50030614602588,80.40005776340111,78.68845887245841,82.1977761090573,85.47170834102234,75.74521936704188,67.4797933198007,79.72466668204466,76.08534785015685,83.278107731297,74.20698583687027,72.84228524635542,84.799720889463,82.0137998246909,73.00730646798303,78.08372162760656,56.09120109798856,72.01559328289352,80.79124953866027,82.76227740358,69.43241372947038,79.12494233253368,80.64786515039675,79.11507542904594,76.84066479055176,70.35953935227901,73.5517796180107
11,12,84.44570792383293,84.22665847665847,75.59613022113022,82.47306511056512,82.17811732186732,88.5719441031941,78.8196636977887,78.74714373464373,84.54181511056511,90.93974201474201,82.00448402948403,83.49923218673219,74.73430589680589,80.93654023341523,84.84989250614251,85.35018427518428,78.9842675061425,75.91827395577396,86.4035472972973,84.0097972972973,80.61828931203931,78.88141124078624,82.75431511056512,86.23648441335297,76.15750797741777,69.44449558173785,80.79927589592538,77.63023901570938,81.64943154231555,73.8058265832106,73.51865488463427,84.92439095483554,81.95604749631812,73.2010692808051,83.0990043568974,56.142032554000984,71.82991224840451,78.83548109965636,82.0742897029946,70.03816887579774,79.71081860579284,80.50599840451645,79.44330663966618,77.42821091065292,68.41053786205204,73.23811824987727
12,13,83.48803270198283,84.23650673276117,75.80439386652856,81.52626516720923,82.43922943178455,89.06580164249777,78.84949319325244,78.47034995560817,84.50645531222256,90.66561852619118,81.37278040840485,80.833234684818,75.39018570583012,80.8014945250074,84.01768274637466,85.86283848771826,78.33996744598994,75.76621226694289,86.13259285291507,83.8093925717668,80.44057043503996,79.37925421722403,82.1095553418171,86.51851474510966,75.98016078838174,67.63883743331357,79.94858661825727,77.30202467397747,83.36040295124337,74.16138114997037,73.19919327949022,85.0700114848844,82.06605660936575,72.79626370776526,78.3981179608773,56.1418846324837,72.08440463841139,80.8490200800237,82.92652452578542,68.98839470954357,79.45772821576763,81.58824836988737,78.88134447243628,76.62922347362182,71.08508539567279,73.54660177089508
13,14,83.33392879430853,84.10432788317523,75.5924238642037,81.25543715676486,81.8372597353969,89.19892036944583,78.97605154767848,78.40707688467299,84.44477034448327,90.30023714428357,81.84893753120319,81.25760577883175,75.30139166250623,80.20090177234148,84.32307008237643,86.2903379306041,78.1757753994009,75.83259485771343,86.4756615077384,83.41343453569645,80.22297803295058,79.27738080379432,82.37042093110334,86.01756739890165,76.0238236395407,67.35137918122815,79.77199825262107,77.11729281078382,83.42980781817995,74.66673427358961,72.92895032451322,85.00234023964055,81.9873939091363,72.81532388916625,78.47504524463305,56.08878479156266,71.3285774463305,81.0221308662007,82.99412599850224,69.38414253619571,79.61881396655018,81.34699513230154,79.58044183724414,76.72255678981527,71.43976223165252,73.75210621567649
14,15,82.111646686011,82.02333727855834,75.95251889890042,80.4124350946854,80.1819735033598,89.15078077275504,78.70218959987783,77.86630936927305,82.15318608735491,89.22811354612095,79.66025408521686,80.78025733048258,75.16564695326818,79.02258323152107,82.65696586744043,85.16132788637752,77.82966650122175,75.84740569639584,86.627271686011,81.8144662492364,79.87353008552229,79.18085675015271,81.22123167379353,81.81940318403413,74.07020300121877,60.98824078305911,77.78416361974406,74.03724862888483,82.98632377796534,74.38360755636806,71.2290047989031,83.85262416209628,81.77507998171846,66.58819412705667,78.24113535953687,56.10788010359537,68.79625609384522,80.43000647471054,82.96948316575259,68.13429311395491,79.0413905393053,80.5698316575259,78.25956448049969,75.73986898232785,71.0087170551493,73.35620905697745
15,16,84.67806884249471,84.37039178118393,75.69615486257928,81.6129756871036,82.45923625792811,89.34774709302326,79.00593783033827,78.3718287526427,83.67192455073996,89.92617765591966,81.79552887156449,80.69116675475686,75.33037130021141,81.02319800475686,83.73015492864694,86.02507267441861,78.1403607293869,75.79188689217759,83.32896736257928,82.37741146934461,80.28248876849894,78.2282802589852,82.79023520084567,87.11255939809926,76.30575171594509,68.23873911034848,80.47556428194298,78.94031315997888,83.41192900064503,74.81286298838437,73.04740298310455,83.99214625131995,81.98585995248152,72.87087513199577,78.69494126187962,56.51736569429778,72.64682055174235,80.56485942449842,82.84865034318902,68.38975052798311,79.4674712909187,80.28934299102428,78.20055108236537,76.9246139123548,69.49161826821542,73.40172914466737
16,17,82.77838820187166,83.72148646390374,76.00932695521391,80.58386948529412,81.48659968248663,88.32682987967914,78.59618357286097,77.77567784926471,83.055314171123,89.11796039438502,80.01273709057487,80.51133230280749,74.74402573529412,79.08081968582887,83.1834684157754,85.40626566677807,77.99838109959893,75.8482306985294,83.51526466410428,81.90946691176471,80.09566134692513,78.38389872994652,81.48646390374331,85.69734124666222,74.66507426568758,61.16188251001335,78.32368157543391,76.20341184078772,82.39132241731652,73.47890937917224,71.7734062082777,84.4331504506008,81.9470961281709,71.67900951268358,77.08362191255007,55.95793349465955,68.81368908544727,80.15864903204272,82.85655874499332,65.41454230640855,79.33537424899866,79.50933014853138,76.90593708277703,76.16418766688919,70.19980807743659,72.65705315420561
17,18,82.00795921361502,84.21375256748826,75.63242737676056,80.88039172535211,82.4877860915493,88.99413145539906,78.77719703638498,78.44412962147888,84.45377604166667,90.93622542546949,81.69997982687794,81.6558281983568,75.49723995011738,81.63999229753522,84.6530498092723,85.23536531690141,81.40173855633803,75.85357981220658,84.23440250880282,86.50828014964789,80.48657570422536,80.95103433098592,82.23188086854461,82.9234100877193,76.13582785087719,69.86840734649122,79.1202485380117,78.4092927631579,83.30085123519451,74.31658442982456,72.7577394005848,84.71690423976608,82.02322733918129,73.7061951754386,80.19777960526316,56.09747807017544,72.87306286549708,81.09325657894736,82.84788011695906,72.36101516812866,80.29820906432748,79.63142361111112,81.2672057748538,77.69590643274854,72.1954312865497,74.20961257309942
18,19,82.84742491539762,83.94625987027636,75.76408276931754,81.08432917371687,81.69173011844332,88.65482233502539,78.71247532430908,78.00239706711788,83.80438346023689,90.6126269035533,80.8142801748449,81.22604695431473,75.39810702199662,80.21486357868021,83.70737274393683,86.2160709249859,78.28283629441624,75.84699309080655,85.98105259447264,83.65912295544275,80.43868090806542,79.8050972927242,81.4821453750705,84.11434258737317,75.46784279875986,65.0324390501691,79.14350514374296,76.59822435174746,82.91843536015696,73.95201521984217,72.43362457722661,84.7796293686584,82.04648745772266,72.22617495772266,79.20316023111612,56.00184963359639,71.03580362175873,80.84882328072153,83.00093362457723,69.05142862175873,79.56161922209695,81.12343221533258,78.3986136555806,76.79816093573844,70.65342710682074,73.52702226606539
19,20,82.71005523731587,84.28609178941626,75.88954241680305,80.5256154528096,81.61501807146755,88.89730803327878,78.73888434260775,78.07590016366612,83.75624829514457,89.86880285051828,81.2325167075832,80.76109860883797,75.31202264048008,80.6173622476814,84.09656301145662,86.08998226950355,78.7183578832515,75.87835856519366,86.17911211129297,83.19999659028915,80.40154459901801,79.9710004091653,82.03375613747954,84.1179551037118,75.6964383187773,64.94436578875546,77.98347093340611,76.16975982532752,83.15394661832585,73.8630594978166,72.3816866812227,84.5774938591703,82.00997884825327,73.07774972707423,77.89894923580786,56.04371503138646,72.5915751228166,80.99946267740175,82.9132351937773,70.59562636462883,80.21168804585153,81.36136224072052,78.46391409661572,76.90517535480349,71.51391068504367,73.30439751637554
20,21,79.44420855978261,81.15494356187291,71.9089216659699,79.40934625836121,80.52918582775919,87.0701100020903,77.57806621028428,77.25064015468227,81.10038017349498,87.5805027173913,78.50930837165552,80.05974341555184,73.50309625836121,78.31514553720736,81.46643107232441,83.93868232650502,77.86288931856187,75.57821645066889,81.79914820234114,81.19439799331104,79.60855194397993,78.67665656354515,79.56873170986623,75.20581806827644,73.34535022897586,60.515611990008324,74.8663548605329,73.56238291007493,79.86124842609593,71.53843802039967,65.49525135303914,82.4584460865945,80.1700731161532,69.27512229392173,75.78279168401332,56.066936407160696,67.50908747918402,78.97036323896752,82.51999635720233,65.07521076186511,77.8788184325562,77.57445618234804,76.04695956494588,74.97810418401332,68.90252914238135,71.5086256244796
21,22,84.12946813866513,84.20841124856156,75.72907077100115,81.46774309551208,82.88804480724971,88.97092563291139,78.77860687571922,78.25647295742232,83.51035673187572,90.44897151898734,80.93876762082854,82.39360975258919,75.80095655926353,80.47173475258919,83.2954006041427,84.78348856444188,77.88952819332566,75.99495648734177,84.89537183544304,81.9907580552359,80.15785924913693,78.2869947497123,81.28935917721519,86.71308928571429,75.74820535714285,65.4320625,79.87595535714286,79.36390178571429,83.42069988577707,74.05114285714286,72.73992857142858,84.246,82.05,72.45694642857143,81.21127678571429,56.427107142857146,72.37757589285714,80.79182142857142,82.57769642857143,69.09386160714286,78.36114285714285,80.32782142857143,77.69088392857142,76.45032142857143,67.64322767857144,72.01125892857142
