,NTA_Unq_ID,ntacode,ntaname,pct_buildings_coolRoof,pct_Area_coolRoof,Heat_Vulnerability,pct_imp,pct_permeable,pct_trees,NTA_PCT_MRT_Less_Than_110,Relative_ST_Average,pct_tree_class,MRT_class,RelativeST_class,Permeable_class,cool_roof_class,Outdooor_Heat_Volnerability_Index
143,144,QN50,Elmhurst-Maspeth,50.3604275416356,52.19694293,3.0,75.53678384001886,5.192796071957486,16.07708837865682,0.278963732101521,17.930365425234854,4,4,4,4,2,3.6
144,145,QN63,Woodside,49.612094688681125,52.70051432133176,3.0,76.49898530380818,3.945610297980992,16.22212151895149,0.304334318916015,18.383979817497497,4,3,5,4,2,3.6
145,146,QN08,St. Albans,8.360865395,14.655940552639883,5.0,60.37982496135852,17.776046007658525,20.715075912549818,0.30289300417985,18.37265500061977,2,3,5,2,5,3.4
146,147,QN66,Laurelton,7.998120300751879,13.00420782,4.0,63.276806658141325,17.358594463585924,18.465632997006587,0.277262073471881,19.377274126104904,3,4,5,2,5,3.8
147,148,MN04,Hamilton Heights,66.93300553165335,53.78502994438027,3.0,67.94485505493518,6.095266763503208,24.690662408945983,0.473943179952287,13.49949188802273,1,1,1,3,2,1.6
148,149,QN61,Jamaica,22.35878661087866,37.18083164,5.0,79.42897811859453,5.237431999094573,9.673773237953736,0.195678338594064,20.001849745065567,5,5,5,4,3,4.4
149,150,QN54,Richmond Hill,22.73306885803344,31.527138614302125,4.0,77.32977140302866,4.894811163341313,14.669289866306425,0.267109774265661,18.506643272547073,4,4,5,4,4,4.2
150,151,QN35,Briarwood-Jamaica Hills,16.167454895778594,24.86471394090796,3.0,68.79437152464224,9.329668545523283,21.668850129402813,0.350517888651209,18.20830707996107,2,2,5,3,4,3.2
151,152,QN60,Kew Gardens,20.88633565859664,35.13384750141102,2.0,52.93207497310689,14.154611772756834,31.45088528852392,0.455175488917529,14.610851344312326,1,1,1,2,4,1.8
152,153,QN21,Middle Village,55.97127108735594,57.80082528,1.0,55.23878800751291,23.587895236881867,20.63197368868129,0.295854370063537,15.240823357154916,2,4,2,1,1,2.0
153,154,QN30,Maspeth,50.10721137569123,55.048851777227775,2.0,80.96823527864136,5.503813938,13.043166876863072,0.246000727357729,18.36821316120358,5,5,5,4,2,4.2
154,155,MN12,Upper West Side,41.33016627078385,32.29226024410391,1.0,67.68415946537921,3.9820011078791904,28.136512883493253,0.592008831884658,12.865732326207729,1,1,1,4,4,2.2
155,156,MN14,Lincoln Square,30.640083945435467,20.206171287238803,2.0,78.94629402094199,5.112098371354866,15.780857181758224,0.465420282995498,13.206464272378929,4,1,1,4,5,3.0
156,157,BX07,Bronxdale,41.41358365543898,44.26813586960517,4.0,71.53765378324604,5.605978003169067,21.39591046360293,0.384162093988263,16.3888645101816,2,2,3,4,3,2.8
157,158,QN42,Oakland Gardens,9.797297297297296,13.44660663728462,1.0,48.271490755128006,17.949888606735165,33.532179896150325,0.450874612695533,15.046081879289352,1,1,2,2,5,2.2
158,159,QN45,Douglas Manor-Douglaston-Little Neck,9.247106550530964,12.483396064241296,1.0,42.29589525953209,24.126633178565665,33.08264132085347,0.434288172939774,12.96664854840598,1,2,1,1,5,2.0
159,160,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,2.139504420914747,4.526544785962068,1.0,31.98338311304145,24.47489199323015,43.039083498032205,0.492301779597584,10.687499785164787,1,1,1,1,5,1.8
160,161,SI54,Great Kills,3.844715386341536,7.172756585300903,1.0,49.91962244,22.441892017394164,27.111796313611546,0.355248018765574,16.82025110333063,1,2,3,1,5,2.4
161,162,BK21,Seagate-Coney Island,40.534659620764685,46.32812251,4.0,61.18352609604332,30.31930285432865,7.982024373359897,0.12648297583463,15.68796297270516,5,5,2,1,3,3.2
162,163,QN25,Corona,46.505024027959806,47.56236286251735,4.0,82.42679722496754,3.671075112120339,12.930673172846156,0.266080208949764,18.71775365966299,5,4,5,5,2,4.2
163,164,BX52,Schuylerville-Throgs Neck-Edgewater Park,31.68485065283492,33.71629817054316,1.0,51.81808437762311,31.47068485549364,16.539748023352832,0.21924954574712,14.663535745282784,4,5,2,1,4,3.2
164,165,BK26,Gravesend,53.40397350993378,53.14445176,3.0,61.74986948425665,15.6445150209979,15.057544067516057,0.228798431991307,15.560375971564266,4,5,2,2,2,3.0
165,166,BX17,East Tremont,46.639511201629325,45.26286181805657,5.0,76.02440431744127,5.536251107828081,14.611237499210652,0.287266399452537,17.808988646153505,4,4,4,4,3,3.8
166,167,BX22,North Riverdale-Fieldston-Riverdale,15.153906866614047,27.698483774370523,1.0,34.225769306834195,13.927671693407198,50.06064493,0.622259388748688,9.115908931318708,1,1,1,2,4,1.8
167,168,BX05,Bedford Park-Fordham North,48.84447220487196,58.33650786002637,4.0,82.30759750576094,2.983888867,13.99538744304975,0.34328882990859,15.7181221844314,4,3,2,5,1,3.0
168,169,BX06,Belmont,51.93855157278713,47.574187237830735,5.0,74.49106479109356,6.036902715,18.22402607748421,0.339801168961561,17.290268792008582,3,3,4,3,2,3.0
169,170,BX03,Eastchester-Edenwald-Baychester,26.557201499196857,34.23035547334209,5.0,60.94778804595671,13.220364940697182,25.05181239550827,0.347158415355134,17.691452449568764,1,2,4,2,4,2.6
170,171,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,12.086797809774891,20.306696661547143,2.0,48.465296664652726,44.66545126,6.368884304575976,0.090131029392739,12.87569401027912,5,5,1,1,5,3.4
171,172,BX75,Crotona Park East,43.96177237185056,48.04567728,5.0,69.80661749817416,11.858829647483988,13.768770922124038,0.22779917868029,19.218864116214576,5,5,5,2,2,3.8
172,173,SI32,Rossville-Woodrow,1.843693914178496,4.565671082999844,1.0,42.7052338719756,20.937491459817224,36.06821016872922,0.436731452472974,14.869854880607312,1,1,2,1,5,2.0
173,174,SI48,Arden Heights,3.492063492063492,4.075863437209147,1.0,45.46149817046076,15.718259660312548,38.60202059509768,0.486232841379489,15.154913850538511,1,1,2,2,5,2.2
174,175,QN15,Far Rockaway-Bayswater,7.542930509,15.574758983452083,4.0,56.88706679790466,24.38194798938688,18.22727670538031,0.265511048400369,15.85505250113594,3,4,3,1,5,3.2
175,176,BX09,Soundview-Castle Hill-Clason Point-Harding Park,33.6764997,41.83713750160535,4.0,63.52734644,16.698867200634222,19.58757386610335,0.279674966410119,17.044948509554477,3,4,4,2,3,3.2
176,177,BX99,park-cemetery-etc-Bronx,16.159250585480095,16.787214626797912,,12.699396012942737,36.215997143071824,50.35914369777078,0.521251580417025,5.170890287273619,1,1,1,1,5,1.8
177,178,BK33,Carroll Gardens-Columbia Street-Red Hook,66.29988810145468,66.05295732132197,2.0,79.09155493646858,6.498730416283281,14.036427335820129,0.246707250612272,15.640492566291062,4,5,2,3,1,3.0
178,179,MN99,park-cemetery-etc-Manhattan,16.343490304709142,29.88436459,,29.662070912572386,30.2066206961532,39.422692478007775,0.444977366822973,7.90991347160861,1,1,1,1,4,1.6
179,180,QN05,Rosedale,2.5163826998689385,5.221808225554515,3.0,43.00372019798833,35.90317345624995,20.61357169243314,0.256985806768242,15.356953925336624,2,5,2,1,5,3.0
180,181,QN22,Flushing,39.00219642296831,45.74467850964557,3.0,75.67838155,8.462462838900764,15.176932230954463,0.296207402249542,17.40115022359834,4,4,4,3,3,3.6
181,182,QN62,Queensboro Hill,31.63489736070381,31.87320227161073,2.0,59.42821394852916,19.765319371348816,20.587408176050136,0.29328820098955,16.94946403510359,2,4,3,2,4,3.0
182,183,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,32.11651917,21.145826303903963,2.0,85.86889608032565,2.763523385730257,9.926734248673627,0.383876193741926,16.43437297137201,5,2,3,5,4,3.8
183,184,MN21,Gramercy,35.13189448441247,26.74660408288816,3.0,83.71521164293392,1.0905790198016714,15.038305985824794,0.505531569002102,17.384638582570854,4,1,4,5,4,3.6
184,185,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,52.7027027,39.08854585054223,3.0,77.01997166617522,3.681953212,19.136138192255608,0.416065522309266,15.486976693592307,3,2,2,5,3,3.0
185,186,BK69,Clinton Hill,55.13784461152882,50.52296857,3.0,72.23441651404605,3.3002420029217183,24.216206231223303,0.479532663312709,14.863027184612893,1,1,2,5,2,2.2
186,187,BK72,Williamsburg,48.63813229571984,42.629568050934814,5.0,75.93237645710093,2.5392564603554675,20.640261853141084,0.402186674077515,18.952309233060014,2,2,5,5,3,3.4
187,188,BK99,park-cemetery-etc-Brooklyn,33.88235294117647,45.72717632963697,,18.32227618308111,57.83425618562046,23.675980953170527,0.254230270871588,6.574068189408301,2,5,1,1,3,2.4
188,189,MN36,Washington Heights South,65.24105754276827,59.881491229795806,2.0,76.20508349125885,3.8830730495769017,19.10966265729093,0.41812582389034,13.35392101007512,3,2,1,4,1,2.2
189,190,BX26,Highbridge,49.287169042769854,56.89856553643197,5.0,70.70025137719705,4.8132930352049605,19.557979170854264,0.335697964776585,16.18885723133071,3,3,3,4,1,2.8
190,191,BX63,West Concourse,57.46527777777778,51.09533422788406,5.0,75.95023979,8.723571079,12.41781123621772,0.254343072979088,17.525480862732994,5,5,4,3,2,3.8
191,192,QN17,Forest Hills,28.60159324311354,38.48018029827047,2.0,63.213918896473686,9.142345802717989,26.41070908436811,0.434372944816497,15.950916145474826,1,1,3,3,3,2.2
192,193,QN99,park-cemetery-etc-Queens,21.946564885496183,37.14597244,,18.12880205356289,51.71306883058861,29.47914139275619,0.31816286677777,6.635960782569976,1,3,1,1,3,1.8
193,194,QN03,Springfield Gardens South-Brookville,5.928926532866876,18.80764646742553,4.0,64.07243052396286,19.826331193679987,15.63748177587336,0.220782805607702,19.192655749942983,4,5,5,1,5,4.0
194,195,QN98,Airport,28.231292517006803,30.224776962792504,,71.24955402529187,25.77437016974429,2.414907976,0.030381821179382,21.21913160994703,5,5,5,1,4,4.0
