,NTA_Unq_ID,ntacode,ntaname,pct_buildings_coolRoof,pct_Area_coolRoof,Heat_Vulnerability,pct_imp,pct_permeable,pct_trees,NTA_PCT_MRT_Less_Than_110,Relative_ST_Average,pct_tree_class,MRT_class,RelativeST_class,Permeable_class,cool_roof_class,Outdooor_Heat_Volnerability_Index
35,36,BK42,Flatbush,29.64152640370037,47.36015348270397,3.0,68.59513675078628,5.080702459632694,25.38191144298457,0.482100836093422,15.618982039521228,1,1,2,4,2,2.0
36,37,BX34,Melrose South-Mott Haven North,43.793103448275865,47.65400261207579,5.0,75.51194157212629,5.566042790204597,17.773542768638254,0.346109957585757,18.96289807373784,3,3,5,4,2,3.4
37,38,BK79,Ocean Hill,56.29296668429402,57.53218767063721,5.0,78.08629984906315,5.026809802524278,15.443780534135575,0.293857840104491,17.595995039092983,4,4,4,4,1,3.4
38,39,MN09,Morningside Heights,54.57627118644068,44.16321369755048,2.0,60.79895889341685,6.037630667724871,32.47775362,0.570026173353272,12.821653993400494,1,1,1,3,3,1.8
39,40,BX55,Soundview-Bruckner,51.025430680885975,55.29549105622782,4.0,72.91852982015206,8.505722820324129,17.401196570726007,0.317858961128307,16.599162840019112,3,3,3,3,1,2.6
40,41,BX31,Allerton-Pelham Gardens,27.111801242236027,29.532629042942283,4.0,67.59061241327687,11.26627561887318,20.522615488718767,0.315107097270398,18.261357000155247,2,3,5,2,4,3.2
41,42,QN06,Jamaica Estates-Holliswood,6.369107321965898,12.15540957125712,1.0,48.55707533683709,15.553636146851066,35.63456982163365,0.480253165016952,14.711649338440411,1,1,2,2,5,2.2
42,43,QN07,Hollis,7.0678911118399474,12.819743956109956,5.0,64.21611544129202,14.999844513045607,19.22352182075374,0.295466917031124,20.023651765028585,3,4,5,2,5,3.8
43,44,BK58,Flatlands,40.44284632853898,48.354568884367374,4.0,75.25648387287058,5.4518163969614575,18.90798095228141,0.324243471419584,18.50706204951176,3,3,5,4,2,3.4
44,45,BK82,East New York,43.940911367050575,48.797369926604105,5.0,63.30252399289732,23.060377153321884,12.828820719254855,0.201197764273118,17.35745126276034,5,5,4,1,2,3.4
